,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
384,15%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This opens with underbrush and black plum aromas while the dense palate shows coffee, vanilla, and prune notes. Tightly wound, astringent tannins provide the framework. Drink 2020–2027.",Amedeo,Majestic Wine & Spirits,Signae 2009 Amedeo  (Montefalco Sagrantino),$80, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2009,Signae
385,14%,"Montefalco Sagrantino, Central Italy, Italy",750 ml,Red, Italy,7/1/2018,"This wine's tilled earth, leather and cassis aromas emerge in the glass. The ripe, rather evolved palate shows mature black plum, roasted coffee and licorice flavors alongside close-grained tannins.",,Vias Imports,Còlpetrone 2011  Montefalco Sagrantino,$30, Central Italy,88,Montefalco Sagrantino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2011,Còlpetrone
386,12.5%,"Campi Flegrei, Southern Italy, Italy",750 ml,Red, Italy,6/1/2018,"Aromas of smoke, strawberry and raspberry follow over to the young, fruity palate along with hints of star anise and flinty mineral. It's savory and easy drinking, with bright acidity and supple tannins. Drink through 2019.",,Oliver McCrum Wines,La Sibilla 2016 Piedirosso (Campi Flegrei),$20, Southern Italy,90,Campi Flegrei,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Piedirosso, Italian Red",2016,La Sibilla
387,13.3%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,6/1/2018,"Bright red fruit, rose petals, carnation and cinnamon spice show on the nose of this promising bottling from a newer producer in Temecula. Zesty and lighter bodied on the palate with pomegranate and fennel flavors, this would be perfect for washing down pizza or pasta.",Vienza,,Europa Village 2015 Vienza Montepulciano (Temecula Valley),$34, California,89, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2015,Europa Village
388,12.7%,"Columbia Gorge (OR), Oregon Other, Oregon, US",750 ml,Red, US,6/1/2018,"This is bound to be controversial, because it incorporates a certain leathery funk in both aroma and flavor. The color is deep and the flavors punchy, showing full-bodied red fruit and potpourri. It was made from organic grapes and finished in stainless tanks.",Allegre Vineyard,,Viola 2016 Allegre Vineyard Dolcetto (Columbia Gorge (OR)),$25, Oregon,89, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Gorge (OR),Not rated yet [Add Your Review],"Dolcetto, Italian Red",2016,Viola
389,13.6%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red, US,6/1/2018,"Dolcetto has good potential in the Umpqua, though overall production remains quite small. Here, you'll find open, accessible strawberry and cherry flavors, with a touch of marmalade adding to the core concentration. It has good balance and should be consumed over the next three to four years.",,,Delfino 2015 Dolcetto (Umpqua Valley),$27, Oregon,88, Southern Oregon,Paul Gregutt,@paulgwine ,Umpqua Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2015,Delfino
390,N/A,"Campania, Southern Italy, Italy",750 ml,White, Italy,6/1/2018,"Blue wild flower, toasted hazelnut, wild berry and wet stone aromas lead the nose. On the palate, fresh acidity lifts ripe orchard fruit and citrusy flavors.",Bianco Neroametà,Leonardo LoCascio Selections–The Winebow Group,Mastroberardino 2016 Bianco Neroametà Aglianico (Campania),$30, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Mastroberardino
391,14.5%,"Lodi, Central Valley, California, US",750 ml,Red, US,6/1/2018,"An extremely deep, dark color makes this wine stand out at first glance, and then it gives up equally vivid cedar and oak aromas followed by thick and potent blackberry and pomegranate flavors on the palate. Very firm tannins and some astringency finish the picture.",Single Barrel The Eighty Vineyard,,LangeTwins 2013 Single Barrel The Eighty Vineyard Teroldego (Lodi),$50, California,86, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],"Teroldego, Italian Red",2013,LangeTwins
392,13.88%,"Yolo County, Central Valley, California, US",750 ml,Red, US,6/1/2018,"This is a lean, nervy wine with firm tannins and edgy acidity backing the raspberry and cranberry flavors. It's medium bodied, lively and dry.",Heringer Vineyard,,Rock Wall 2016 Heringer Vineyard Aglianico (Yolo County),$25, California,86, Central Valley,Jim Gordon,@gordone_cellars,Yolo County,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Rock Wall
393,12%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,5/1/2018,"Aromas of wild berry and strawberry jelly follow over to the creamy, radiant palate along with crushed raspberry and a hint of citrus on this lovely refreshing sparkler. Made with Lambrusco Marani, it has crisp acidity while a mineral note backs up the dry tangy finish.",Unique Rosè Brut,1_No Submitting Co,Medici Ermete NV Unique Rosè Brut Lambrusco (Vino Spumante),N/A, Italy Other,92,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco, Italian Red",,Medici Ermete
394,14.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,5/1/2018,"This light-drinking wine is exotic for this neck of the woods, soft and dusty on the palate with a mix of Mexican chocolate and black-pepper spice. Plum and dark cherry add to its easygoing fruitiness and sophisticated approachability.",Alegria Vineyards,,Mengler Family Wines 2014 Alegria Vineyards Dolcetto (Russian River Valley),$38, California,91, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],"Dolcetto, Italian Red",2014,Mengler Family Wines
395,13.9%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,5/1/2018,"Plump aromas of baked dark strawberries and caramelized plums meet with vanilla, baking spice and loamy soil on the nose of this bottling. The palate is broadly and softly painted with more baked red-fruit flavors, lifted by a licorice-like spice and cut by a twiggy earth element.",,,Robert Renzoni 2014 Montepulciano (Temecula Valley),$45, California,90, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],"Montepulciano, Italian Red",2014,Robert Renzoni
396,14.5%,"St. Helena, Napa, California, US",750 ml,Red, US,5/1/2018,"This may be the only wine made from this variety in the Napa Valley—a boldly fruity, structured and powerful wine strong in tannin and oak. Layers of well-developed flavors are defined by blackberry, black pepper and cinnamon stick.",Estate,,Benessere 2014 Estate Sagrantino (St. Helena),$58, California,90, Napa,Virginie Boone,@vboone,St. Helena,Not rated yet [Add Your Review],"Sagrantino, Italian Red",2014,Benessere
397,12.5%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,5/1/2018,"Here's a linear sparkler with delicate aromas of baked bread, custard and yellow apple. The aromas follow through to the vibrant palate along with toast and citrus zest. It's invigorating, with bright acidity and a lively perlage that lead into a dry finish.",Metodo Classico Christian Bellei Brut,Serendipity Wine Imports,Cantina della Volta 2012 Metodo Classico Christian Bellei Brut Lambrusco di Sorbara (Vino Spumante),$22, Italy Other,88,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2012,Cantina della Volta
398,13%,"Vino Spumante, Italy Other, Italy",750 ml,Sparkling, Italy,5/1/2018,"Aroma of bread dough, toasted hazelnut and yellow apple segue over to the racy palate along with lime zest. Brisk acidity and a vivacious perlage give it a crisp finish.",Christian Bellei Metodo Classico Brut,Serendipity Wine Imports,Cantina della Volta 2013 Christian Bellei Metodo Classico Brut Lambrusco di Sorbara (Vino Spumante),$22, Italy Other,87,Vino Spumante,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Lambrusco di Sorbara, Italian Red",2013,Cantina della Volta
399,14.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Showing its age well, this pure expression of Negroamaro immediately engages the nose with aromas of concentrated berries, wild herbs and a hint of hoisin sauce. Round in feel, with structured acidity and supportive, fine-grained tannins, the palate offers a wealth of vitality in fresh red cherry, cranberry and streaks of granite. Savory herbs and earth tones linger on the finish. This is in a sweet spot now, so drink soon.",Patriglione,"Skurnik Wines, Inc",Cosimo Taurino 2011 Patriglione Negroamaro (Salento),$60, Southern Italy,92,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2011,Cosimo Taurino
400,13.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,4/1/2018,"A must-get for those attracted to obscure grapes, this cool vintage bottling of a northern Italian variety by Marisa Beverly (assistant winemaker at Au Bon Climat, and Jim Clendenen's niece) shows cranberry, strawberry, dried plum, baked earth and sumac-cinnamon spice on the nose. The palate offers strong loamy minerality right away, then settles into dried sage, peppery spice and tangy but dense dark fruits.",Matela Le Bon Climat Vineyard,,Bevela 2011 Matela Le Bon Climat Vineyard Teroldego (Santa Barbara County),$40, California,92, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],"Teroldego, Italian Red",2011,Bevela
401,14%,"Castel del Monte, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Named after the “Son of Apulia,” Frederick II of Swabia—the 13th century Emperor of the Holy Roman Empire who made his summer home the Castel del Monte, for which the DOCG is now named—this is a pure expression of the Nero di Troia variety. Aromas of dark cherries, spiced bramble berries, old leather and anise permeate the nose and carry through to a tightly woven, grippy palate. There's wonderful tension, depth and complexity to this medium-bodied wine which needs a few years to soften its tannic edge. Drink from 2020.",Puer Apuliae,Montcalm Wine Importers,Rivera 2012 Puer Apuliae Nero di Troia (Castel del Monte),$55, Southern Italy,92,Castel del Monte,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Nero di Troia, Italian Red",2012,Rivera
402,14.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Named after the latin name of the Ionian sea (Jonio), this single-variety Negroamaro has a dense, permeating nose of jammy red and black berries, tobacco leaf, crushed cocoa nibs and graphite. Firmly medium in weight, the palate shows a vibrant force of tart berries and game that turns richer and riper come the midpalate, translating as a lingering red cherry note on the finish. Sandy tannins offer plenty of grip, yet the bright acidity and pervasive fruit tones keep everything in check.",Jo,Leonardo LoCascio Selections–The Winebow Group,Gianfranco Fino 2015 Jo Negroamaro (Salento),$90, Southern Italy,91,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2015,Gianfranco Fino
403,13.8%,"Calistoga, Napa, California, US",750 ml,Red, US,4/1/2018,This 100% varietal wine is juicy and dusty in concentrated flavors of cinnamon stick and baked plum. Firm tannins support without distraction and give way to a soft lengthy texture of fruit-forward approachability.,Estate Villa Andriana,,Summers 2015 Estate Villa Andriana Charbono (Calistoga),$34, California,90, Napa,Virginie Boone,@vboone,Calistoga,Not rated yet [Add Your Review],"Charbono, Italian Red",2015,Summers
404,13.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Dark cherry and blackberry aromas meld with tobacco leaf and eucalyptus on the nose. Round and juicy in feel, there's a nice expression of ripe dark fruit struck against a taut line of acidity and medium-grained tannins.",Teresamanara,Vias Imports,Cantele 2014 Teresamanara Negroamaro (Salento),$33, Southern Italy,89,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2014,Cantele
405,14.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"This well-priced, aged wine offers aromas of brandied cherries, spiced game and herbs on the nose. Its round feel and soft tannins make it entirely approachable to drink on its own, while its savory palate and graphite finish make it a perfect accompaniment to braised lamb or duck. Drink now.",Notarpanaro,"Skurnik Wines, Inc",Cosimo Taurino 2010 Notarpanaro Negroamaro (Salento),$18, Southern Italy,89,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2010,Cosimo Taurino
406,15%,"Castel del Monte, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Tight at first, this wine opens to aromas of ripe red berries, tar and coconut shavings. The palate is rich in feel with dark cocoa bitterness, yet juicy acidity builds on the midpalate to reveal fresh berry tones. This needs time in the cellar to fully integrate. Drink from 2022.",Bocca Di Lupo,Ste. Michelle Wine Estates,Tormaresca 2013 Bocca Di Lupo Aglianico (Castel del Monte),$70, Southern Italy,89,Castel del Monte,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Tormaresca
407,13.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"This single-variety Malvasia Nera is dense in purple-fruit aromas, with accents of violets, anise and menthol. The fruity, soft palate offers plenty of ripe dark-fruit flavors, balanced by fresh acidity and black plum-skin tannins.",Talò,The Country Vintner-The Winebow Group,San Marzano 2015 Talò Malvasia Nera (Salento),$17, Southern Italy,88,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Malvasia Nera, Italian Red",2015,San Marzano
408,13.5%,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Spicy, dense aromas of tobacco leaf, briar berries and tilled earth make for an engaging nose. The palate is a bit more primary in ripe dark fruit flavors, yet solidly balanced by fresh acidity and savory, medium-grained tannins.",Talò,The Country Vintner-The Winebow Group,San Marzano 2015 Talò Negroamaro (Salento),$17, Southern Italy,88,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2015,San Marzano
409,14%,"Calistoga, Napa, California, US",750 ml,Red, US,4/1/2018,"This is a soft, juicy and approachable wine, in full grasp of grapey cherry flavors that veer overtly fruity. Medium bodied, it's a nice choice for the table, indoors or out.",,,August Briggs 2014 Charbono (Calistoga),$38, California,88, Napa,Virginie Boone,@vboone,Calistoga,Not rated yet [Add Your Review],"Charbono, Italian Red",2014,August Briggs
410,13%,"Puglia, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Aromas of dense dark-skinned berries meet spicy tobacco on the nose. There's ample weight, acidity and tannins, with plenty of rich dark fruit spice to fill it out. Chalky tannins currently dominate the finish. Drink from 2022 for easier enjoyment.",Petravia,Zonin USA,Masseria Altemura 2014 Petravia Aglianico (Puglia),N/A, Southern Italy,88,Puglia,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2014,Masseria Altemura
411,14%,"Puglia, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Light aromas of cherry, currant and wild herbs carry the nose. Medium in weight, with vibrant acidity countering sandy tannins, crunchy red fruit flavors dominate the palate, yet are restrained by a core of granite and crushed herbs.",,Jan D'Amore Wines,Polvanera 2013 Aglianico (Puglia),$20, Southern Italy,88,Puglia,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2013,Polvanera
412,13.5%,"Castel del Monte, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"Dense dark fruit aromas blend with sweet tobacco leaf and anise on the nose. Solidly built with grippy tannins and structured acidity, the palate offers a good concentration of more dark fruit, invigorated by accents of spice and crushed herbs.",Cappellaccio,Montcalm Wine Importers,Rivera 2012 Cappellaccio Aglianico (Castel del Monte),$25, Southern Italy,88,Castel del Monte,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2012,Rivera
413,N/A,"Salento, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"This rare native grape creates a wine that is enjoyable in primary fruit expression. Floral and spicy, with a wealth of red cherry and black berry flavors, this is light bodied but crisp, clean and perfect with a slight chill.",Imprint,Regal Wine Imports Inc,A Mano 2016 Imprint Susumaniello (Salento),$15, Southern Italy,87,Salento,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Susumaniello, Italian Red",2016,A Mano
414,13%,"Puglia, Southern Italy, Italy",750 ml,Red, Italy,4/1/2018,"A mix of black and red cherries carry the nose, with tobacco leaf and herbal spice tones in a more moderate concentration. There's levity to the mouthfeel from the crisp acidity and light, sandy tannins, yet the palate offers a good deal of racy fruit flavors that end clean and refreshing.",Donna Marzia,Opici Wines,Conti Zecca 2014 Donna Marzia Negroamaro (Puglia),$12, Southern Italy,87,Puglia,Alexander Peartree,@apatrone23,,Not rated yet [Add Your Review],"Negroamaro, Italian Red",2014,Conti Zecca
