,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
387,16%,"Ballard Canyon, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Very light in color, this unique wine shows peppery figs, plum paste, rust and star anise spice on the fascinating nose. It's light in body with a great textural grip, offering up a distinct stew of flavors, including macerated orange, plum, Christmas spice, sarsaparilla, coffee candies and a white-pepper-dust finish.",Faces,,Central Coast Group Project 2013 Faces Grenache (Ballard Canyon),$75, California,93, Central Coast,Matt Kettmann,@mattkettmann,Ballard Canyon,Not rated yet [Add Your Review],Grenache,2013,Central Coast Group Project
388,14%,"Central Coast, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Strawberry, red plum and dried rose petals float atop a very rocky core on the nose of this old vine expression, where wet gravel and crushed river stones serve as a backdrop. The palate is bouncy and fresh with wild raspberry set against crushed-concrete minerality.",Besson Vineyard Old Vines,,Birichino 2015 Besson Vineyard Old Vines Grenache (Central Coast),$24, California,92, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Grenache,2015,Birichino
389,14.5%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,2/1/2018,"Aromas of dried cherry, iron and smoke are set against a mineral-driven backdrop of volcanic soil, wet gravel and slate on the nose of this bottling. The palate is a bit like sucking on gravel at first: very schist-driven and flint-like. Then come waves of pomegranate, carnation and, on the finish, vanilla.",,,Bolero Cellars 2014 Garnacha (Temecula Valley),$29, California,91, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],"Garnacha, Grenache",2014,Bolero Cellars
390,14.2%,"El Pomar District, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Cherry compote, warm cinnamon bread, plump raspberry and a hint of star anise make for a rich and spicy nose on this bottling. The palate shows similar character, with plush, soft and warm tones of red cherry and light clove spice.",,,Pomar Junction 2014 Grenache (El Pomar District),$36, California,91, Central Coast,Matt Kettmann,@mattkettmann,El Pomar District,Not rated yet [Add Your Review],Grenache,2014,Pomar Junction
391,16%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Alto Moncayo's mega Garnacha is this smoky, roasted smelling monster. Aromas of plum and currant are straight from the smoker, while this feels full and massive but tempered by acidity. Resiny oak flavors of clove and campfire are stronger than the wine's plum and berry notes, while this tastes savory and extremely woody on the finish. Drink through 2022.",Aquilon,Jorge Ordóñez Selections,Alto Moncayo 2014 Aquilon Garnacha (Campo de Borja),$155, Northern Spain,91,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2014,Alto Moncayo
392,15.3%,"Ballard Canyon, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Plump, dark strawberry, lavish kirsch, along with cola, cinnamon and allspice show on the nose of this rich bottling from a vineyard on the small appellation's northern end. Vanilla, caramel and cherry-jubilee flavors show on the ripe sip, where a solid tannic tension arises on the finish.",Tierra Alta Vineyard,,Kaena 2015 Tierra Alta Vineyard Grenache (Ballard Canyon),$48, California,91, Central Coast,Matt Kettmann,@mattkettmann,Ballard Canyon,Not rated yet [Add Your Review],Grenache,2015,Kaena
393,13.9%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Rose, US,2/1/2018,"A deeper shade of pink, this bottling shows raspberry, rose petal, crushed gravel and wet slate on the impressively mineral nose. There is a complex texture to the palate, which is loaded with crushed rock and chalk, and also shows candied raspberry and cherry flavors.",Rosé of,,Kaena 2016 Rosé of Grenache (Santa Ynez Valley),$24, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Grenache,2016,Kaena
394,14.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Sonja Magdevski is exploring what Grenache can do across Santa Barbara County, and this appellation blend is a bit more simple that her single-vineyard expressions, but gives a great sense of what she is up to. Purple hibiscus, light mulberry, rooibos tea and exotic cherries show on the fresh nose, while the palate is delicate with hints of plum, black raspberry, star anise and vanilla dust.",,,Casa Dumetz 2015 Grenache (Santa Barbara County),$35, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Grenache,2015,Casa Dumetz
395,16.4%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Quite light, cloudy and blood-orange colored in the glass, this oxidative bottling from Thompson Vineyard, which spent 140 days on skins, is unlike any Grenache on the market. Aromas of plum, fig, pepper, strawberry wine and balsamic vinegar lead into a palate of sour red plum and white pepper. Fascinating for wine geeks, though perhaps too weird for most.",Twilight Idol Thompson Vineyard,,Central Coast Group Project 2013 Twilight Idol Thompson Vineyard Grenache (Santa Barbara County),$75, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Grenache,2013,Central Coast Group Project
396,16%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"A heavy application of charred oak might be too much for some, but if that's to your liking then you should enjoy this Garnacha's smoky, spicy nose. A stout, full-bodied palate is full of resiny oak with a balance of acid. Saturated, woody flavors of roasted berry fruits finish toasty and resiny. Drink through 2020.",,Jorge Ordóñez Selections,Alto Moncayo 2014 Garnacha (Campo de Borja),$45, Northern Spain,90,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2014,Alto Moncayo
397,13%,"Central Coast, Central Coast, California, US",750 ml,Red, US,2/1/2018,"There's a rather extreme minerality in play on this old-vine bottling, with wet gravel, scree and crushed slate leading the nose alongside crushed carnations, rose petals and touch of dark-plum fruit. Muddy chalky clay tones carry that vibe into the sip, only allowing a slight berry flavor to rise above.",Besson Vineyard Old Vines,,Birichino 2014 Besson Vineyard Old Vines Grenache (Central Coast),$23, California,90, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Grenache,2014,Birichino
398,15.1%,"Los Olivos District, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Swarthy aromas of cooked black cherry, root beer, vanilla, cinnamon, clove and shaved eucalyptus show on the nose of this bottling. The flavors are very minty with sweet bay leaf, juniper and more eucalyptus, proving quite a mouthful.",La Presa Vineyard,,Kaena 2015 La Presa Vineyard Grenache (Los Olivos District),$40, California,90, Central Coast,Matt Kettmann,@mattkettmann,Los Olivos District,Not rated yet [Add Your Review],Grenache,2015,Kaena
399,14.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"This spicy, fiery smelling Garnacha shows bright plum and berry aromas. In the mouth, this is tough and tannic, with raw acidity and a mild burn. Dark, spicy berry flavors are blackened, while this tastes peppery and feels hot on the finish.",Pasos de San Martín,Folio Fine Wine Partners,Artadi 2013 Pasos de San Martín Garnacha (Navarra),$38, Northern Spain,89,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,Artadi
400,15.5%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Lactic oak is the dominant aroma on this Garnacha, which results in creamy notes of chocolate atop plum and cassis scents. This is woody and resiny in feel, with ample acidity to maintain balance. Savory, smoky plum and blackberry flavors are baked and woody, while this tastes of beef jerky and other cured meats on the finish. Drink through 2020.",Veraton,Jorge Ordóñez Selections,Alto Moncayo 2014 Veraton Garnacha (Campo de Borja),$30, Northern Spain,89,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2014,Alto Moncayo
401,14.8%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2018,"Despite its potent alcohol, this is an elegant wine with pretty raspberry and strawberry fruit. It's lightly dusted with cinnamon notes and is fresh and lively in the mouth. Enjoy over the next couple of years.",,,Troon 2016 Grenache (Rogue Valley),$25, Oregon,89, Southern Oregon,Paul Gregutt,@paulgwine ,Rogue Valley,Not rated yet [Add Your Review],Grenache,2016,Troon
402,14.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Pushy oak on the nose results in grainy aromas and cheesy notes. This warm-vintage Garnacha from Navarra feels tight and pulling, with choppy tannins. Oaky flavors of blackberry are raw and bumpy across a hot and scratchy finish.",Santa Cruz de Artazu,Folio Fine Wine Partners,Artadi 2012 Santa Cruz de Artazu Garnacha (Navarra),$45, Northern Spain,88,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2012,Artadi
403,15.3%,"Ballard Canyon, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Concentrated fruit aromas of red plum, reduced strawberry and gingerbread are a bit much on the nose of this bottling. The cooked flavors are very kirsch-like, with concentrated cherry and plum, yet there is still a compelling tannic structure and a strong acidity.",Tierra Alta Vineyard,,Kaena 2014 Tierra Alta Vineyard Grenache (Ballard Canyon),$46, California,88, Central Coast,Matt Kettmann,@mattkettmann,Ballard Canyon,Not rated yet [Add Your Review],Grenache,2014,Kaena
404,14.3%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Dense black plums, crushed black rocks and a dollop of vanilla, star anise and licorice show on the rather rich nose of this bottling. The flavors are a tad woody, with cigar box quite prominent, as well as roasted game and dark minty cherries.",,,Croma Vera 2015 Grenache (Paso Robles),$42, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Grenache,2015,Croma Vera
405,14.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2018,"Sourced from Art Den Hoed and Gunkel vineyards, this wine has high-toned red apple and barrel spice aromas and ripe, sweet red raspberry flavors. It's interesting, albeit cloying.",Proprietor's Reserve,,Maryhill 2014 Proprietor's Reserve Grenache (Columbia Valley (WA)),$36, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Grenache,2014,Maryhill
406,14.8%,"Oregon Other, Oregon, US",750 ml,Red, US,2/1/2018,"The aromas in this wine aren't entirely harmonious, with high-toned herb, spice and mineral notes. The palate, however, brings plenty of intrigue, with velvety-soft, mouth-coating red fruit flavors and savory herbal hints that linger on the finish. Unfortunately, the two don't sync up.",Fillies & Mares Riviere Galets Vineyard,,Love That Red 2015 Fillies & Mares Riviere Galets Vineyard Grenache,$50, Oregon,87,Oregon Other,Sean P. Sullivan,@wawinereport,,Not rated yet [Add Your Review],Grenache,2015,Love That Red
407,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Mealy berry aromas are stewy and topped with a heavy load of oak-based carob and cocoa. In the mouth, this Garnacha feels sticky and dense. Dried dark-fruit flavors finish woody and medicinal, with heat and excess weight.",Solo Selección Viñas Viejas Garnacha,DC Flynt MW Selections,Bodegas Aragonesas 2014 Solo Selección Viñas Viejas Garnacha Garnacha (Campo de Borja),$25, Northern Spain,86,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2014,Bodegas Aragonesas
408,15%,"Priorat, Catalonia, Spain",750 ml,Red, Spain,2/1/2018,"Raspberry aromas are mild on the nose. This hails from Bellmunt, a warm, lower-lying section of the Priorat. In the mouth, it's rough and gritty, with narrow plum and cherry flavors.",Bellmunt,Regal Wine Imports Inc,Mas d'en Gil 2014 Bellmunt Red (Priorat),$20, Catalonia,86,Priorat,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha Blend, Grenache",2014,Mas d'en Gil
409,15%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Disparate aromas of chocolate, herbal black fruits, stalky field greens and animal fur just barely pull it together. In the mouth, this is highly acidic, with salty, tart plum and berry flavors.",Varietales,Carolina Wine Brands USA,Baron De Ley 2015 Varietales  (Rioja),$20, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2015,Baron De Ley
410,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Bold berry aromas suggest full ripeness and a certain level of ease. In the mouth, however, this feels heavy. Grapy flavors of blackened berry fruits finish chunky and with little energy.",Daimon,Tri-Vin Imports,Bodegas Tobía 2015 Daimon  (Rioja),$16, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha Blend, Grenache",2015,Bodegas Tobía
411,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2018,"Scratchy, reedy aromas of berry fruits, oak grain and green herbs show on the nose. This Garnacha is pulling and narrow on a rubbery, tart palate. Sour plum and berry flavors fail to come around on a raw finish.",,Kysela Père et Fils,Burgo Viejo 2015  Rioja,$15, Northern Spain,83,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2015,Burgo Viejo
412,14.5%,"Spain, Spain Other, Spain",750 ml,Red, Spain,2/1/2018,"Stewed, mealy berry fruit aromas are lacking in clarity and quality. This Garnacha from a cool year feels lean and raw, while berry flavors are sour, weedy and devoid of ripeness. A scratchy, earthy tasting finish is not of help.",Es Lo Que Hay Viñas Viejas,Kysela Père et Fils,El Escocés Volante 2013 Es Lo Que Hay Viñas Viejas Garnacha (Spain),$22, Spain Other,82,Spain,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2013,El Escocés Volante
